scenario,episode,step,agent_id,food_N,food_S,food_E,food_W,occ_N,occ_S,occ_E,occ_W,food_here,energy,free_cells,move,reproduce,did_reproduce,did_move
S5,3,209,4801029296,2.2586,2.0585,0.9567,0.3753,0,0,0,1,0.0,4.232,3,N,False,False,False
S5,3,209,4802930800,0.0,1.1561,0.0,1.4281,1,0,1,0,0.0,5.0934,2,S,False,False,True
S5,3,209,4799999120,0.5509,0.0,-1.0,0.0,0,1,1,1,0.0,1.5988,1,N,False,False,True
S5,3,209,4761624912,0.0,0.8627,0.0,0.0,1,0,1,1,0.0,2.8031,1,S,False,False,True
S5,3,209,4804268240,0.0,0.6749,0.6397,0.0,1,0,0,1,0.0,1.6854,2,S,False,False,True
S5,3,209,4796370768,2.0519,1.6793,1.7564,1.5084,0,0,0,0,0.0,6.7961,4,N,False,False,True
S5,3,209,4774124272,0.5902,0.0,0.0,0.0,0,1,1,1,0.0,1.5123,1,N,False,False,False
S5,3,209,4800000368,0.6858,0.0,0.7476,0.5007,0,1,0,0,0.0,2.2584,3,E,False,False,True
S5,3,209,4801843504,0.0,0.3054,-1.0,0.7416,1,0,1,0,0.0,0.211,2,W,False,False,True
S5,3,209,4795473776,0.0,0.2887,-1.0,0.0,0,0,1,0,0.0,0.0082,3,S,False,False,True
S5,3,209,4800416080,0.274,0.7548,0.7291,0.0,0,0,0,1,0.0,2.2393,3,S,False,False,True
S5,3,209,4796379024,1.2479,0.0,0.0,-1.0,0,1,1,1,0.0,4.8624,1,N,False,False,False
S5,3,209,4791234640,0.822,0.7621,1.0478,0.4551,0,0,0,0,0.0,1.1459,4,E,False,False,False
S5,3,209,4795478768,0.0,0.0,0.0,0.6258,1,1,0,0,0.0,1.6995,2,E,False,False,True
S5,3,209,4780901968,-1.0,0.0,0.7596,0.0,1,1,0,1,0.0,2.2983,1,E,False,False,True
S5,3,209,4790322864,0.0,0.6978,0.6258,0.0,1,0,0,1,0.0,0.5455,2,S,False,False,True
S5,3,209,4802963952,0.4939,0.6397,0.0,0.0,0,0,1,1,0.0,1.2934,2,S,False,False,True
S5,3,209,4788293360,2.1607,-1.0,0.6419,5.0508,0,1,1,0,0.0,8.7571,2,W,False,False,True
S5,3,209,4802925616,0.9359,0.0,0.9221,0.4939,0,1,0,0,0.0,0.4195,3,N,False,False,True
S5,3,209,4802954736,0.0,0.548,0.5113,0.0,1,0,0,1,0.0,1.6933,2,E,False,False,True
S5,3,209,4773304496,0.5007,1.8145,0.0,1.0818,0,0,1,0,0.0,1.6571,3,S,False,False,False
S5,3,209,4797770704,-1.0,0.2907,0.6296,0.0,1,0,0,1,0.0,0.0193,2,S,False,False,False
S5,3,209,4802958096,0.0,0.0,0.3013,0.0,1,1,0,1,0.0,0.3247,1,E,False,False,False
S5,3,209,4798326320,0.8187,0.0,-1.0,0.0,0,1,1,1,0.0,2.6643,1,N,False,False,True
S5,3,209,4786908208,1.4196,-1.0,0.0,1.5992,0,1,1,0,0.0,6.9993,2,N,False,False,True
S5,3,209,4783758928,0.0,0.0,0.3066,0.0,1,1,0,1,0.0,0.4718,1,E,False,False,True
S5,3,209,4783762576,0.4745,1.0478,0.0,0.822,0,0,0,0,0.0,1.1067,4,S,False,False,True
S5,3,209,4791236464,2.1725,3.4075,0.0,3.0738,0,0,1,0,0.3753,9.9682,3,S,False,False,False
S5,3,209,4802962608,-1.0,0.0,0.316,-1.0,1,1,0,1,0.0,0.6204,1,E,False,False,True
S5,3,209,4795477136,0.0,0.0,0.0,1.0084,1,1,1,0,0.0,0.8912,1,W,False,False,True
S5,3,209,4787808368,0.0,0.5663,-1.0,0.0,1,0,1,1,0.0,0.3513,1,S,False,False,True
S5,3,209,4802960880,0.0,1.2479,0.0,-1.0,1,0,1,1,0.0,2.2726,1,S,False,False,True
S5,3,209,4802925328,0.0,0.9331,0.5663,0.8615,1,0,0,0,0.0,1.3123,3,S,False,False,True
S5,3,209,4801852912,0.2944,0.0,-1.0,0.5744,0,0,1,0,0.0,0.0376,3,W,False,False,False
S5,3,209,4798652656,0.274,0.7154,0.9853,0.4284,0,0,0,0,0.0,0.8837,4,E,False,False,True
S5,3,209,4793774640,0.274,0.0,0.4551,0.4917,0,1,0,0,0.0,1.1084,3,E,False,False,True
S5,3,209,4785871216,-1.0,0.0,0.0,0.6939,1,1,1,0,0.0,2.2707,1,W,False,False,True
S5,3,209,4789339152,0.8679,0.0,0.7738,0.0,0,1,0,1,0.0,2.5544,2,N,False,False,True
S5,3,209,4794564784,0.8857,0.0,0.8991,-1.0,0,1,0,1,0.0,3.0329,2,N,False,False,True
S5,3,209,4786910608,0.316,0.0,0.5902,0.0,0,1,0,1,0.0,2.59,2,E,False,False,True
S5,3,209,4796375376,0.5935,0.0,0.0,0.4363,0,1,1,0,0.0,1.5416,2,N,False,False,True
S5,3,209,4786909168,0.0,-1.0,1.0637,0.796,1,1,0,0,0.0,2.7816,2,E,False,False,True
S5,3,209,4507314192,0.0,-1.0,0.796,0.0,1,1,0,1,0.0,2.5422,1,E,False,False,True
S5,3,209,4789343664,1.3039,-1.0,0.0,0.0,0,1,1,1,0.0,7.2236,1,N,False,False,True
S5,3,209,4798659952,0.9639,0.0,0.0,1.3082,0,1,1,0,0.0,4.0547,2,N,False,False,True
S5,3,209,4780912144,1.245,0.7037,0.0,0.0,0,0,1,1,0.0,2.3434,2,N,False,False,True
S5,3,209,4773471120,1.2063,2.2586,1.1433,1.8447,0,0,0,0,0.0,7.5856,4,S,False,False,True
S5,3,209,4802925520,0.7464,0.854,0.3939,0.0,0,0,0,1,0.0,0.2297,3,N,False,False,True
S5,3,209,4800417424,-1.0,0.0,0.2779,0.7596,1,1,0,0,0.0,1.3872,2,E,False,False,True
S5,3,209,4782747536,-1.0,0.4939,0.9359,0.0,1,0,0,1,0.0,1.0444,2,S,False,False,True
S5,3,209,4792917872,0.0,-1.0,0.484,0.0,1,1,0,1,0.0,1.498,1,E,False,False,True
S5,3,209,4789340880,0.0,1.245,0.4092,0.0,1,0,0,1,0.0,0.8768,2,S,False,False,False
S5,3,209,4790762768,0.0,0.3252,0.0,0.0,0,0,1,1,0.0,0.191,2,S,False,False,True
S5,3,209,4790760944,0.7621,0.0,0.6758,0.6275,0,1,0,0,0.0,1.5782,3,W,False,False,True
S5,3,209,4773310064,0.0,0.8857,0.0,-1.0,1,0,1,1,0.0,4.8051,1,S,False,False,False
S5,3,209,4792914224,1.2014,0.9639,0.0,0.0,0,0,1,1,0.0,4.5324,2,N,False,False,True
S5,3,209,4790761904,0.0,2.0584,0.0,-1.0,1,0,1,1,0.0,8.7957,1,S,False,False,True
S5,3,209,4798318736,0.3585,0.943,0.5626,0.6758,0,0,0,0,0.0,0.5831,4,S,False,False,True
S5,3,209,4782749456,0.0,0.0,0.0,0.6867,1,1,1,0,0.0,1.989,1,W,False,False,True
S5,3,209,4794570928,3.4075,2.1607,1.5084,2.9267,0,0,0,0,0.2765,7.3116,4,N,False,False,True
S5,3,209,4523351248,0.0,0.4676,0.0,0.6566,1,0,1,0,0.0,0.3298,2,W,False,False,False
S5,3,209,4787801168,0.0,0.0,0.0,0.7738,1,1,1,0,0.0,1.278,1,W,False,False,True
S5,3,209,4786898704,0.854,0.796,0.0,0.0,0,0,1,1,0.0,2.2569,2,N,False,False,True
S5,3,209,4783766608,1.2152,0.274,0.6273,0.0,0,0,0,1,0.0,1.711,3,N,False,False,True
S5,3,209,4791226096,0.0,0.0,0.0,0.0,1,1,0,1,0.0,3.2543,1,E,False,False,True
S5,3,209,4795466768,0.0,-1.0,0.0,1.0637,1,1,1,0,0.0,2.0385,1,W,False,False,False
S5,3,209,4800001712,0.7037,0.0,0.0,1.3039,0,1,1,0,0.0,3.692,2,N,False,False,True
S5,3,209,4523352400,1.8145,0.568,0.0,0.0,0,0,1,1,0.0,1.5904,2,N,False,False,True
S5,3,209,4523353072,0.308,0.3013,-1.0,0.0,0,0,1,1,0.0,0.2422,2,N,False,False,False
S5,3,209,4794801840,-1.0,0.5902,0.0,0.316,1,0,1,0,0.0,0.4543,2,S,False,False,False
S5,3,209,4506451120,0.0,0.0,-1.0,0.0,1,1,1,0,0.0,0.8016,1,W,False,False,True
S5,3,209,4526032464,0.0,1.8054,0.6749,0.0,1,0,0,1,0.0,2.0973,2,S,False,False,True
S5,3,209,4799998736,1.0818,0.0,1.8145,1.2405,0,1,0,0,0.0,4.669,3,E,False,False,False
S5,3,209,4780909072,0.0,0.5211,0.3252,0.822,1,0,0,0,0.0,1.1788,3,S,False,False,True
S5,3,209,4802933680,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.9826,0,Stay,False,False,False
S5,3,209,4794800112,0.9036,0.0,0.4363,0.0,0,1,0,0,0.0,1.1973,3,N,False,False,True
S5,3,209,4774132240,0.0,0.5006,0.8416,0.7476,1,0,0,0,0.0,0.8283,3,E,False,False,True
S5,3,209,4802936752,0.0,0.0,0.0,1.2479,1,1,1,0,0.0,1.8758,1,W,False,False,False
S5,3,209,4782922288,0.0,1.1088,0.7548,1.1433,1,0,0,0,0.0,5.0937,3,S,False,False,True
S5,3,209,4794807408,0.9221,0.0,0.518,0.0,0,1,0,1,0.0,3.2649,2,N,False,False,True
S5,3,209,4794794640,1.6793,-1.0,1.5992,0.6419,0,1,0,1,0.0,6.9659,2,N,False,False,True
S5,3,209,4763196144,0.9331,0.0,0.0,0.4745,0,0,1,0,0.0,1.4126,3,N,False,False,False
S5,3,209,4791232720,0.6275,0.0,0.0,0.0,0,1,1,1,0.0,1.9863,1,N,False,False,False
S5,3,209,4785869008,0.0,0.6001,0.548,0.3939,1,0,0,0,0.0,1.3602,3,S,False,False,True
S5,3,209,4804264688,0.6749,1.0404,0.0,1.8054,0,0,1,0,0.0,1.5307,3,W,False,False,False
S5,3,209,4763304976,0.8492,1.2145,0.0,0.0,0,0,1,1,0.0,1.6034,2,N,False,False,True
S5,3,209,4795470320,0.0,1.2152,0.4722,0.8627,1,0,0,0,0.0,2.893,3,S,False,False,False
S5,3,209,4523351152,0.5113,0.0,0.5744,0.548,0,1,0,0,0.0,0.074,3,E,False,False,True
S5,3,210,4795477136,0.7103,1.1355,0.4522,0.0,0,0,0,1,0.0,1.3693,3,S,False,False,True
S5,3,210,4798652656,0.9741,1.096,0.7485,0.4507,0,0,0,0,0.0,1.3403,4,N,False,False,True
S5,3,210,4773471120,1.7911,0.0,1.3372,2.4465,0,1,0,0,0.0,7.9751,3,W,False,False,False
S5,3,210,4802956080,0.4397,0.4499,0.0,0.6832,0,0,1,0,0.0,0.8521,3,W,False,False,True
S5,3,210,4786910608,0.0,0.0,0.0,0.792,1,1,1,0,0.0,2.3102,1,W,False,False,True
S5,3,210,4786909168,0.0,-1.0,0.0,0.8303,1,1,1,0,0.0,2.9369,1,W,False,False,True
S5,3,210,4779575728,0.6127,0.6558,0.2888,0.546,0,0,0,0,0.0,1.7232,4,S,False,False,True
S5,3,210,4792917872,0.0,-1.0,0.0,0.5736,1,1,0,0,0.0,1.3304,2,E,False,False,True
S5,3,210,4794801840,-1.0,0.0,0.4829,0.0,1,1,0,1,0.0,0.1023,1,E,False,False,True
S5,3,210,4802963952,0.5327,0.0,0.0,0.6111,0,1,1,0,0.0,1.3224,2,W,False,False,False
S5,3,210,4785871216,-1.0,0.0,0.7281,0.0,1,1,0,1,0.0,2.1584,1,E,False,False,True
S5,3,210,4796370768,1.2307,1.6332,1.7021,2.3325,0,0,0,0,0.0,7.1367,4,W,False,False,True
S5,3,210,4782749456,0.8998,1.096,0.6718,0.0,0,0,0,1,0.0,1.9259,3,S,False,False,True
S5,3,210,4523351152,0.0,0.0,0.0,0.2888,1,1,0,0,0.0,0.2816,2,E,False,False,True
S5,3,210,4763318800,0.5135,0.7122,0.0,0.3122,0,0,1,0,0.0,1.1415,3,S,False,False,False
S5,3,210,4783758928,0.0,0.0,0.274,0.3684,1,1,0,0,0.0,0.332,2,W,False,False,True
S5,3,210,4780901968,-1.0,0.8998,0.5514,0.7337,1,0,0,0,0.0,2.2462,3,S,False,False,True
S5,3,210,4788293360,2.8336,-1.0,2.0254,-1.0,0,1,0,1,2.3248,9.3797,2,N,False,False,True
S5,3,210,4507314192,0.7254,-1.0,0.8303,0.7824,0,1,0,0,0.0,2.4778,3,E,False,False,False
S5,3,210,4790761904,2.0331,2.617,0.0,-1.0,0,0,1,1,0.0,8.743,2,N,False,False,True
S5,3,210,4783766608,0.0,0.6162,1.0492,0.0,1,0,0,1,0.0,2.2319,2,E,False,False,True
S5,3,210,4780909072,0.5098,0.7024,0.548,1.1116,0,0,0,0,0.0,1.1121,4,W,False,False,False
S5,3,210,4798326320,-1.0,0.8069,-1.0,0.0,1,0,1,1,0.0,2.5982,1,S,False,False,True
S5,3,210,4802925328,0.5365,0.0,0.0,1.0328,0,1,1,0,0.0,1.6309,2,N,False,False,True
S5,3,210,4798318736,0.3906,0.0,0.5684,0.0,0,1,0,1,0.0,1.0575,2,N,False,False,True
S5,3,210,4790762768,0.3122,0.548,0.7122,0.5098,0,0,0,0,0.0,0.126,4,E,False,False,True
S5,3,210,4795473776,0.0,0.2887,-1.0,0.0,0,0,1,0,0.0,0.0082,3,S,False,False,False
S5,3,210,4526032464,0.6935,1.1731,0.0,0.0,0,0,1,1,0.0,3.1312,2,S,False,False,True
S5,3,210,4801843504,0.0,0.6325,0.3162,0.0,1,0,0,1,0.0,0.5584,2,S,False,False,True
S5,3,210,4783762576,0.4953,1.1334,0.0,0.0,0,0,1,1,0.0,1.5811,2,S,False,False,True
S5,3,210,4523352400,0.0,0.5921,0.0,0.0,1,0,1,1,0.0,2.7348,1,S,False,False,True
S5,3,210,4782922288,1.2927,1.5145,1.3558,1.3372,0,0,0,0,0.0,4.8317,4,S,False,False,True
S5,3,210,4794807408,0.0,0.927,0.0,0.3579,1,0,1,0,0.0,3.182,2,S,False,False,False
S5,3,210,4802960880,0.7285,0.0,0.0,-1.0,0,1,1,1,0.0,2.714,1,N,False,False,True
S5,3,210,4794800112,-1.0,0.5135,0.9218,0.0,1,0,0,1,0.0,1.5095,2,S,False,False,True
S5,3,210,4798659952,1.1805,1.0849,0.548,1.4885,0,0,0,0,0.0,3.8556,4,W,False,False,True
S5,3,210,4794570928,0.0,2.0128,2.3325,3.6869,1,0,0,0,0.6815,8.2232,3,W,False,False,True
S5,3,210,4796375376,-1.0,0.5823,0.0,0.9218,1,0,1,0,0.0,1.4748,2,W,False,False,True
S5,3,210,4780912144,0.0,0.7427,0.0,0.0,1,0,1,1,0.0,2.7678,1,S,False,False,True
S5,3,210,4506451120,0.0,0.0,0.4343,0.4953,1,1,0,0,0.0,0.2892,2,E,False,False,True
S5,3,210,4787801168,0.0,0.0,0.5296,0.7849,1,1,0,0,0.0,1.4442,2,W,False,False,True
S5,3,210,4794564784,0.0,0.8806,0.0,-1.0,1,0,1,1,0.0,2.96,1,S,False,False,True
S5,3,210,4763304976,0.0,0.5947,0.0,0.0,1,0,1,1,0.0,1.78,1,S,False,False,True
S5,3,210,4804268240,0.6111,0.0,0.0,0.6935,0,1,1,0,0.0,1.6713,2,N,False,False,True
S5,3,210,4802925520,0.6832,0.3199,0.4499,0.0,0,0,0,1,0.0,0.5782,3,N,False,False,False
S5,3,210,4789340880,0.7257,0.0,0.6832,0.0,0,1,0,1,0.0,0.5248,2,N,False,False,True
S5,3,210,4802925616,-1.0,0.3579,0.0,0.4829,1,0,1,0,0.0,0.9195,2,W,False,False,False
S5,3,210,4802926864,1.7824,2.5612,0.0,2.4347,0,0,1,0,0.0,7.9662,3,S,False,False,True
S5,3,210,4773310064,0.0,0.0,0.6935,-1.0,1,1,0,1,0.0,4.4531,1,E,False,False,True
S5,3,210,4774132240,0.0,0.0,1.0361,0.4397,1,1,0,0,0.0,1.1522,2,E,False,False,True
S5,3,210,4802962608,-1.0,0.792,0.0,0.3981,1,0,1,0,0.0,0.4603,2,S,False,False,False
S5,3,210,4791234640,1.096,1.0361,0.0,0.0,0,0,1,1,0.0,0.7939,2,N,False,False,True
S5,3,210,4774124272,0.0,0.6111,0.5327,0.0,1,0,0,1,0.0,1.1603,2,S,False,False,False
S5,3,210,4773304496,0.7747,0.0,0.0,1.3558,0,1,1,0,0.0,1.3051,2,N,False,False,True
S5,3,210,4801852912,0.2944,0.0,-1.0,0.5744,0,0,1,0,0.0,0.0376,3,W,False,False,False
S5,3,210,4787808368,0.3443,0.0,-1.0,0.5365,0,1,1,0,0.0,0.4954,2,N,False,False,True
S5,3,210,4523349616,0.9013,1.0031,0.5348,0.548,0,0,0,0,0.0,1.5339,4,S,False,False,True
S5,3,210,4795466768,0.5296,-1.0,0.5736,0.0,0,1,0,1,0.0,1.6865,2,N,False,False,True
S5,3,210,4804264688,0.0,1.3144,0.5947,0.0,1,0,0,1,0.0,1.1787,2,S,False,False,True
S5,3,210,4802930800,1.2927,0.0,0.842,2.0304,0,1,0,0,0.0,4.8788,3,W,False,False,True
S5,3,210,4796379024,0.0,0.0,0.0,-1.0,1,1,1,1,0.0,4.5104,0,Stay,False,False,False
S5,3,210,4523349712,0.4926,0.785,1.1116,1.0492,0,0,0,0,0.0,1.3185,4,E,False,False,True
S5,3,210,4791226096,0.0,0.0,0.2756,0.9249,1,1,0,0,0.0,2.2514,2,W,False,False,True
S5,3,210,4794794640,1.6332,1.6672,1.9847,0.0,0,0,0,1,0.0,6.9001,3,S,False,False,True
S5,3,210,4799998736,1.3558,1.2927,0.0,1.5145,0,0,1,0,0.0,4.317,3,N,False,False,False
S5,3,210,4802936752,0.792,0.0,0.0,0.0,0,1,1,1,0.0,1.5238,1,N,False,False,False
S5,3,210,4795470320,0.927,0.0,0.7462,0.0,0,1,0,1,0.0,2.541,2,N,False,False,True
S5,3,210,4802928400,1.0633,2.4465,1.7911,0.0,0,0,0,1,0.0,4.6499,3,S,False,False,True
S5,3,210,4790760944,0.0,0.0,0.5896,0.0,1,1,0,1,0.0,1.538,1,E,False,False,True
S5,3,210,4789343664,0.842,1.7187,1.0124,0.0,0,0,0,1,0.0,6.7309,3,S,False,False,True
S5,3,210,4791236464,2.4465,0.6815,0.0,3.3478,0,1,1,0,0.0,9.9914,2,N,False,False,False
S5,3,210,4802954736,0.9498,0.2888,0.0,0.6127,0,0,1,0,0.0,1.5139,3,N,False,False,True
S5,3,210,4791232720,0.0,0.546,0.6127,0.4499,1,0,0,0,0.0,1.6343,3,E,False,False,True
S5,3,210,4785869008,0.546,0.0,0.6558,0.0,0,1,0,1,0.0,1.3363,2,E,False,False,False
S5,3,210,4763196144,0.0,0.0,0.5938,0.7485,1,1,0,0,0.0,1.0606,2,E,False,False,True
S5,3,210,4800000368,0.7657,0.6832,0.4397,0.7257,0,0,0,0,0.0,2.2023,4,N,False,False,True
S5,3,210,4800416080,0.7219,1.3558,0.7747,1.2927,0,0,0,0,0.0,2.1942,4,S,False,False,True
S5,3,210,4801029296,0.0,2.3325,1.2307,0.0,1,0,0,1,0.0,3.88,2,S,False,False,False
S5,3,210,4782747536,0.4829,0.5327,0.3579,0.0,0,0,0,1,0.0,0.9774,3,S,False,False,True
S5,3,210,4786898704,0.3199,0.7254,0.0,0.0,0,0,1,1,0.0,2.3075,2,S,False,False,True
S5,3,210,4804275824,0.7281,0.792,0.3831,0.0,0,0,0,1,0.0,1.3096,3,S,False,False,True
S5,3,210,4799999120,0.0,0.5938,-1.0,0.0,1,0,1,1,0.0,1.478,1,S,False,False,False
S5,3,210,4789339152,0.6679,0.7849,0.0,0.0,0,0,1,1,0.0,2.5594,2,N,False,False,True
S5,3,210,4790322864,0.3831,0.4926,0.0,0.792,0,0,1,0,0.0,0.7822,3,W,False,False,False
S5,3,210,4793774640,0.9894,0.0,0.0,0.4957,0,1,1,0,0.0,0.9898,2,N,False,False,True
S5,3,210,4802933680,0.0,0.6935,0.6111,0.0,1,0,0,1,0.0,0.6306,2,S,False,False,False
S5,3,210,4792914224,0.0,1.1805,0.0,0.0,1,0,1,1,0.0,4.4753,1,S,False,False,True
S5,3,210,4786908208,0.0,1.6739,0.0,1.9847,1,0,1,0,0.0,6.667,2,W,False,False,True
S5,3,210,4800001712,0.7427,1.0124,0.0,0.842,0,0,1,0,0.0,3.3052,3,S,False,False,True
S5,3,210,4761624912,0.8346,0.0,0.0,0.0,0,1,1,1,0.0,2.7532,1,N,False,False,True
S5,3,210,4800417424,-1.0,0.0,0.0,0.5514,1,1,1,0,0.0,1.0356,1,W,False,False,True
S5,3,210,4795478768,0.0,0.3122,0.5135,0.6139,1,0,0,0,0.0,1.0076,3,E,False,False,False
S5,3,211,4782749456,0.6592,0.0,0.7838,0.7666,0,1,0,0,0.0,2.2847,3,E,False,False,False
S5,3,211,4798659952,0.0,1.8562,1.0451,0.0,1,0,0,1,0.0,4.221,2,S,False,False,True
S5,3,211,4794564784,0.866,0.0,0.0,-1.0,0,1,1,1,0.0,2.8966,1,N,False,False,True
S5,3,211,4523349616,0.5808,0.0,1.2338,0.9959,0,1,0,0,0.0,1.8782,3,W,False,False,True
S5,3,211,4786898704,0.7355,0.0,0.0,0.0,0,1,1,1,0.0,2.2194,1,N,False,False,True
S5,3,211,4526032464,0.9002,1.3373,0.0,0.0,0,0,1,1,0.0,3.3261,2,S,False,False,True
S5,3,211,4796370768,0.0,2.0564,1.7013,2.6002,1,0,0,0,0.0,7.6899,3,S,False,False,True
S5,3,211,4804264688,0.5097,1.7543,0.0,0.0,0,0,1,1,0.0,1.9053,2,N,False,False,True
S5,3,211,4789339152,0.7239,0.7859,0.82,0.5939,0,0,0,0,0.0,2.3635,4,E,False,False,False
S5,3,211,4773304496,0.0,0.535,0.0,0.7128,1,0,1,0,0.0,1.4668,2,W,False,False,True
S5,3,211,4793774640,0.7247,0.472,0.0,0.822,0,0,1,0,0.0,1.4292,3,N,False,False,True
S5,3,211,4804275824,0.5359,1.0202,0.0,0.0,0,0,1,1,0.0,1.4876,2,S,False,False,True
S5,3,211,4804268240,0.0,0.6083,0.0,0.0,1,0,1,1,0.0,1.5961,1,S,False,False,True
S5,3,211,4796375376,-1.0,0.9843,0.569,0.5759,1,0,0,0,0.0,1.7496,3,S,False,False,True
S5,3,211,4791232720,0.0,0.6186,0.5768,0.6009,1,0,0,0,0.0,1.5681,3,S,False,False,False
S5,3,211,4800000368,0.548,0.7145,0.7697,1.2338,0,0,0,0,0.0,2.1755,4,E,False,False,True
S5,3,211,4800001712,0.935,1.0564,0.0,1.6202,0,0,1,0,0.0,3.3046,3,N,False,False,False
S5,3,211,4802956080,0.7145,0.0,0.4444,0.379,0,1,0,0,0.0,1.0129,3,N,False,False,True
S5,3,211,4802928400,1.204,0.0,0.0,2.891,0,1,1,0,0.0,5.8145,2,N,False,False,True
S5,3,211,4802925520,0.0,0.5939,0.7239,0.8276,1,0,0,0,0.0,0.2262,3,S,False,False,True
S5,3,211,4798652656,0.0,0.5421,1.3068,0.822,1,0,0,0,0.0,1.6943,3,E,False,False,False
S5,3,211,4798326320,0.7936,0.0,-1.0,0.8563,0,1,1,0,0.0,2.5334,2,W,False,False,True
S5,3,211,4791226096,0.0,0.8476,0.7243,0.0,1,0,0,1,0.0,2.374,2,S,False,False,True
S5,3,211,4763304976,0.63,0.0,0.0,0.5097,0,1,1,0,0.0,1.6667,2,N,False,False,True
S5,3,211,4802925328,0.7262,0.6002,0.3731,0.0,0,0,0,1,0.0,1.4892,3,N,False,False,True
S5,3,211,4802930800,1.9761,0.0,1.2498,1.9072,0,1,0,0,0.0,5.5815,3,W,False,False,True
S5,3,211,4802963952,0.0,0.63,0.8246,0.0,1,0,0,1,0.0,0.9704,2,E,False,False,True
S5,3,211,4786909168,0.0,-1.0,0.8614,0.0,1,1,0,1,0.0,2.8279,1,E,False,False,True
S5,3,211,4774124272,0.736,0.0,0.0,0.0,0,1,1,1,0.0,0.8083,1,N,False,False,True
S5,3,211,4782922288,1.2403,1.9761,0.0,1.5047,0,0,1,0,0.0,5.0278,3,S,False,False,True
S5,3,211,4791234640,0.5421,0.4328,0.7693,0.0,0,0,0,1,0.0,1.3791,3,E,False,False,True
S5,3,211,4787808368,0.0,0.3731,-1.0,0.7262,1,0,1,0,0.0,0.3886,2,S,False,False,True
S5,3,211,4794800112,0.5759,0.0,0.9843,0.0,0,1,0,1,0.0,1.3691,2,E,False,False,False
S5,3,211,4773310064,0.0,0.9002,0.6083,1.1646,1,0,0,0,0.0,3.9039,3,S,False,False,True
S5,3,211,4800417424,-1.0,0.8879,0.4811,0.7232,1,0,0,0,0.0,1.0279,3,S,False,False,True
S5,3,211,4795470320,0.0,0.7822,0.0,0.0,1,0,1,1,0.0,2.6078,1,S,False,False,True
S5,3,211,4523349712,0.0,1.0992,0.0,0.5377,1,0,1,0,0.0,1.8144,2,S,False,False,True
S5,3,211,4523351152,0.0,0.0,0.0,0.2888,1,1,0,0,0.0,0.2816,2,E,False,False,False
S5,3,211,4780909072,0.7838,0.9764,0.822,0.0,0,0,0,1,0.0,0.7601,3,S,False,False,True
S5,3,211,4782747536,0.4695,0.0,0.0,0.0,0,1,1,1,0.0,0.9626,1,N,False,False,True
S5,3,211,4786908208,0.0,2.1472,1.6074,1.654,1,0,0,0,0.0,6.9663,3,S,False,False,False
S5,3,211,4794807408,0.7057,0.0,0.5359,0.6319,0,1,0,0,0.0,2.83,3,N,False,False,True
S5,3,211,4798318736,0.0,0.4855,1.1106,0.0,1,0,0,1,0.0,0.8846,2,S,False,False,True
S5,3,211,4774132240,0.4328,0.0,0.0,0.5044,0,1,1,0,0.0,1.6059,2,N,False,False,True
S5,3,211,4802933680,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.2786,0,Stay,False,False,False
S5,3,211,4795477136,0.5479,1.3068,0.0,0.0,0,0,1,1,0.0,1.879,2,S,False,False,True
S5,3,211,4787801168,0.7859,0.0,0.5628,0.0,0,1,0,1,0.0,1.5882,2,N,False,False,True
S5,3,211,4791236464,0.0,2.6002,0.0,3.6218,1,0,1,0,0.0,9.6394,2,W,False,False,True
S5,3,211,4790762768,0.0,0.0,0.0,0.2992,1,1,1,0,0.0,0.4611,1,W,True,True,True
S5,3,211,4794570928,3.6218,3.4747,2.6002,-1.0,0,0,0,1,0.9609,8.9526,3,N,False,False,False
S5,3,211,4780912144,0.8276,0.935,0.5939,0.0,0,0,0,1,0.0,2.6049,3,S,False,False,True
S5,3,211,4761624912,0.6319,0.8246,0.0,0.0,0,0,1,1,0.0,2.6852,2,N,False,False,True
S5,3,211,4773471120,2.0651,0.0,1.6112,0.0,0,1,0,1,0.0,7.6231,2,N,False,False,True
S5,3,211,4783762576,0.5902,0.0,0.0,0.0,0,1,1,1,0.0,2.0463,1,N,False,False,True
S5,3,211,4786910608,0.0,0.0,0.736,0.0,1,1,0,1,0.0,2.2882,1,E,False,False,False
S5,3,211,4802936752,0.0,0.0,0.0,0.8168,1,1,1,0,0.0,1.1718,1,W,False,False,False
S5,3,211,4763318800,0.0,0.0,0.5479,0.5862,1,1,0,0,0.0,0.7895,2,E,False,False,True
S5,3,211,4507314192,0.0,-1.0,0.0,1.0564,1,1,1,0,0.0,2.1258,1,W,False,False,True
S5,3,211,4779575728,0.6186,0.0,0.0,0.0,0,1,1,1,0.0,1.6823,1,N,False,False,True
S5,3,211,4794794640,1.654,-1.0,2.1472,0.0,0,1,0,1,0.0,6.8353,2,E,False,False,True
S5,3,211,4783758928,0.5628,0.0,0.3404,0.0,0,1,0,1,0.0,0.282,2,N,False,False,True
S5,3,211,4790761904,0.0,2.0226,1.3373,-1.0,1,0,0,1,0.0,8.6755,2,S,False,False,True
S5,3,211,4785871216,-1.0,0.5359,1.0077,0.7057,1,0,0,0,0.0,2.1029,3,S,False,False,True
